depth	depth_interval	month	sea_basin	mean	std	count	max	min	median	95p	5p	99p	1p	25p	75p	mad	smad	min_depth	max_depth	flag1_lower	flag1_upper	flag2_lower	flag2_upper	flag3_lower	flag3_upper	min_range_value	max_range_value
0.0	0_2.5	5	21	3.28	1.21	19.0	4.86	0.36	3.5	4.86	1.32	4.86	0.55	2.75	4.21	0.71	1.05	0.0	2.5	1.62	5.28	0.5	6.34	0.0	7.4	0.0	7.28
0.0	0_2.5	6	21	1.16	0.95	35.0	3.57	0.36	0.79	2.73	0.36	3.3	0.36	0.36	1.71	0.43	0.64	0.0	2.5	0.0	3.09	0.0	4.47	0.0	5.85	0.0	5.47
0.0	0_2.5	7	21	0.68	0.56	34.0	2.86	0.36	0.36	1.59	0.36	2.62	0.36	0.36	0.84	0.0	0.0	0.0	2.5	0.36	1.56	0.36	2.28	0.36	3.0	0.0	3.98
0.0	0_2.5	8	21	0.93	0.75	44.0	3.29	0.36	0.6	2.25	0.36	3.22	0.36	0.36	1.47	0.25	0.36	0.0	2.5	0.0	2.78	0.0	4.08	0.0	5.38	0.0	4.79
25.0	22.5_27.5	8	21	2.39	1.46	17.0	4.79	0.36	2.07	4.79	0.41	4.79	0.37	1.21	3.64	1.0	1.48	22.5	27.5	0.0	6.0	0.0	8.35	0.0	10.71	0.0	7.71
0.0	0_2.5	2	22	5.3	2.52	106.0	19.08	2.6	4.84	8.9	2.75	15.35	2.6	3.5	6.49	1.53	2.27	0.0	2.5	1.49	8.96	0.0	11.44	0.0	13.92	0.0	24.12
0.0	0_2.5	3	22	6.57	3.66	230.0	28.52	2.57	5.18	13.54	3.1	14.99	2.91	3.87	7.97	1.58	2.34	0.0	2.5	1.91	12.16	0.0	16.34	0.0	20.52	0.0	35.84
0.0	0_2.5	4	22	6.25	3.56	20.0	15.71	3.3	5.26	15.37	3.4	15.64	3.32	3.95	6.41	1.36	2.01	0.0	2.5	1.99	8.14	0.02	9.86	0.0	11.58	0.0	22.83
0.0	0_2.5	6	22	2.12	2.01	47.0	13.56	0.4	1.93	3.82	0.4	9.16	0.4	0.9	2.9	1.0	1.48	0.0	2.5	0.0	4.36	0.0	5.81	0.0	7.26	0.0	17.58
0.0	0_2.5	8	22	1.26	0.71	43.0	2.86	0.27	1.21	2.49	0.36	2.83	0.31	0.62	1.75	0.57	0.84	0.0	2.5	0.0	2.56	0.0	3.37	0.0	4.18	0.0	4.28
